Iteration,Time,Lat,Lon,Vel,Pressure,Temp
1471,113555,13.043848,80.26136,77,-0.773536572,24.48343009
1472,113559,13.043843,80.261344,77,-1.303356142,24.48343009
1473,113604,13.043858,80.261344,56,-1.038446357,24.39474599
1474,113608,13.043854,80.261344,0,-0.773536572,24.39474599
1475,113613,13.043832,80.261328,0,-1.038446357,24.39474599
1476,113617,13.043821,80.261328,0,-1.038446357,24.39474599
1477,113621,13.043821,80.261328,0,-1.303356142,24.30610321
1478,113626,13.043821,80.261328,0,-0.773536572,24.39474599
1479,113630,13.043821,80.261328,0,-1.038446357,24.39474599
1480,113634,13.043838,80.261344,0,-1.038446357,24.30610321
1481,113639,13.043841,80.26136,51,-1.038446357,24.30610321
1482,113643,13.043838,80.26136,61,-1.038446357,24.21750107
1483,113648,13.043843,80.261368,66,-1.038446357,24.30610321
1484,113652,13.043859,80.261368,72,-0.773536572,24.30610321
1485,113656,13.04353,80.260912,56,-1.038446357,24.30610321
1486,113701,13.043508,80.260952,61,-1.303356142,24.30610321
1487,113705,13.043504,80.260952,56,-0.508626787,24.30610321
1488,113709,13.043489,80.260952,0,-1.038446357,24.30610321
1489,113714,13.043477,80.260952,0,-1.038446357,24.21750107
1490,113718,13.043469,80.260968,0,-1.038446357,24.30610321
1491,113722,13.043468,80.260968,46,-1.303356142,24.30610321
1492,113727,13.043475,80.260952,0,-0.773536572,24.30610321
1493,113731,13.043473,80.260952,0,-0.773536572,24.39474599
1494,113736,13.043471,80.260952,0,-1.303356142,24.39474599
1495,113740,13.043471,80.260952,0,-0.773536572,24.39474599
1496,113744,13.043471,80.260952,0,-1.038446357,24.30610321
1497,113749,13.043471,80.260952,0,-1.038446357,24.30610321
1498,113753,13.043471,80.260952,0,-1.038446357,24.21750107
1499,113757,13.043471,80.260952,0,-1.038446357,24.21750107
1500,113802,13.043471,80.260952,0,-0.773536572,24.30610321
1501,113806,13.043471,80.260952,0,-1.038446357,24.30610321
1502,113810,13.043471,80.260952,0,-1.038446357,24.30610321
1503,113815,13.043471,80.260952,0,-1.038446357,24.21750107
1504,113819,13.043471,80.260952,0,-1.038446357,24.21750107
1505,113824,13.043427,80.260984,46,-1.038446357,24.30610321
1506,113828,13.043423,80.260984,0,-0.773536572,24.30610321
1507,113832,13.043421,80.260984,0,-0.773536572,24.30610321
1508,113837,13.043421,80.260984,0,-0.773536572,24.30610321
1509,113841,13.043421,80.260984,0,-1.038446357,24.30610321
1510,113845,13.043421,80.260984,0,-1.038446357,24.30610321
1511,113850,13.043421,80.260984,0,-1.038446357,24.21750107
1512,113854,13.043414,80.260984,0,-1.038446357,24.30610321
1513,113859,13.043414,80.260984,0,-1.038446357,24.21750107
1514,113903,13.04341,80.260984,46,-1.038446357,24.21750107
1515,113907,13.04341,80.260984,0,-1.038446357,24.21750107
1516,113912,13.04341,80.260984,0,-1.038446357,24.21750107
1517,113916,13.04341,80.260984,0,-1.038446357,24.21750107
1518,113920,13.043408,80.260984,0,-1.038446357,24.12893885
1519,113925,13.04341,80.260984,46,-1.038446357,24.12893885
1520,113929,13.04341,80.260984,0,-1.038446357,24.04041586
1521,113934,13.043412,80.260984,51,-1.038446357,24.12893885
1522,113938,13.043412,80.260984,61,-1.038446357,24.12893885
1523,113942,13.043412,80.260984,0,-0.773536572,24.12893885
1524,113947,13.04341,80.260992,0,-1.038446357,24.12893885
1525,113951,13.04341,80.260992,0,-0.773536572,24.21750107
1526,113956,13.04341,80.260992,0,-1.038446357,24.12893885
1527,114000,13.04341,80.260992,0,-1.038446357,24.04041586
1528,114005,13.04341,80.260992,0,-1.038446357,24.12893885
1529,114009,13.04341,80.260992,0,-1.038446357,24.04041586
1530,114013,13.043406,80.260984,0,-1.038446357,24.12893885
1531,114018,13.043406,80.260984,0,-1.038446357,24.12893885
1532,114022,13.043406,80.260984,0,-1.038446357,24.12893885
1533,114026,13.043406,80.260984,0,-1.038446357,24.12893885
1534,114031,13.043406,80.260984,0,-1.303356142,24.12893885
1535,114035,13.043406,80.260984,0,-1.038446357,24.04041586
1536,114040,13.043406,80.260984,0,-1.038446357,24.04041586
1537,114044,13.043406,80.260984,0,-1.038446357,24.04041586
1538,114048,13.043406,80.260984,0,-1.038446357,24.12893885
1539,114053,13.043406,80.260984,0,-1.038446357,24.12893885
1540,114057,13.043406,80.260984,0,-1.038446357,24.12893885
1541,114101,13.043406,80.260984,0,-1.038446357,24.12893885
1542,114106,13.043406,80.260984,0,-0.773536572,24.12893885
1543,114110,13.043406,80.260984,0,-0.773536572,24.04041586
1544,114115,13.043406,80.260984,0,-1.038446357,24.04041586
1545,114119,13.043406,80.260984,0,-1.038446357,24.04041586
1546,114123,13.043406,80.260984,0,-1.303356142,24.04041586
1547,114128,13.043406,80.260984,0,-0.773536572,24.04041586
1548,114132,13.043406,80.260984,0,-1.038446357,23.95193139
1549,114136,13.043406,80.260984,0,-1.038446357,24.04041586
1550,114141,13.043406,80.260984,0,-1.038446357,24.04041586
1551,114145,13.043406,80.260984,0,-1.038446357,24.04041586
